hotel,arrival_date_year,arrival_date_month,stays_in_week_nights,stays_in_weekend_nights,meal,Meal_cost,country,market_segment,daily_rate_per_night,required_car_parking_spaces,Revenue
Resort Hotel,2020,June,6,2,BB,$12.99 ,IRL,Direct,$128.05 ,0,"$1,330.70 "
Resort Hotel,2020,March,5,2,BB,$12.99 ,BEL,Direct,$40.50 ,0,$368.27 
Resort Hotel,2020,April,4,1,BB,$12.99 ,GBR,Direct,$105.30 ,0,$683.92 
Resort Hotel,2020,July,4,1,BB,$12.99 ,PRT,Direct,$195.00 ,0,"$1,266.53 "
Resort Hotel,2018,August,6,3,FB,$21.99 ,PRT,Direct,$210.00 ,0,"$4,156.11 "
Resort Hotel,2018,August,4,1,BB,$12.99 ,PRT,Direct,$164.15 ,1,"$1,066.15 "
Resort Hotel,2018,July,2,1,BB,$12.99 ,CHE,Direct,$153.10 ,1,$596.63 
Resort Hotel,2020,July,5,2,BB,$12.99 ,ESP,Direct,$147.71 ,1,"$1,343.13 "
Resort Hotel,2020,June,7,3,HB,$17.99 ,NLD,Direct,$212.00 ,0,"$3,813.88 "
Resort Hotel,2020,April,3,2,BB,$12.99 ,GBR,Direct,$105.50 ,0,$685.22 
Resort Hotel,2020,August,5,2,BB,$12.99 ,ITA,Direct,$205.00 ,0,"$1,864.07 "
Resort Hotel,2020,June,8,2,BB,$12.99 ,PRT,Direct,$110.94 ,1,"$1,441.11 "
Resort Hotel,2020,June,8,2,BB,$12.99 ,PRT,Direct,$119.64 ,0,"$1,554.12 "
Resort Hotel,2020,March,4,1,SC,$35.00 ,BEL,Direct,$0.00 ,0,$0.00 
Resort Hotel,2018,August,4,1,BB,$12.99 ,PRT,Direct,$130.90 ,0,$850.20 
Resort Hotel,2020,April,4,2,HB,$17.99 ,PRT,Direct,$104.91 ,1,"$1,132.40 "
Resort Hotel,2020,July,4,2,BB,$12.99 ,PRT,Direct,$135.60 ,0,"$1,056.87 "
Resort Hotel,2020,July,4,2,BB,$12.99 ,PRT,Direct,$135.60 ,0,"$1,056.87 "
Resort Hotel,2018,August,7,2,BB,$12.99 ,IRL,Direct,$141.10 ,0,"$1,649.60 "
Resort Hotel,2018,August,8,2,HB,$17.99 ,PRT,Direct,$207.85 ,0,"$3,739.22 "
Resort Hotel,2018,September,4,1,HB,$17.99 ,PRT,Direct,$120.00 ,1,"$1,079.40 "
Resort Hotel,2020,August,5,0,HB,$17.99 ,PRT,Direct,$193.10 ,0,"$1,736.93 "
Resort Hotel,2020,August,5,0,HB,$17.99 ,PRT,Direct,$207.10 ,0,"$1,862.86 "
Resort Hotel,2020,August,5,0,HB,$17.99 ,PRT,Direct,$241.10 ,0,"$2,168.69 "
Resort Hotel,2020,August,5,2,Undefined,$0.00 ,PRT,Direct,$248.36 ,1,$0.00 
Resort Hotel,2020,August,3,0,BB,$12.99 ,ESP,Direct,$244.00 ,1,$950.87 
Resort Hotel,2020,August,6,2,BB,$12.99 ,PRT,Direct,$189.50 ,1,"$1,969.28 "
Resort Hotel,2020,August,5,0,BB,$12.99 ,PRT,Direct,$211.00 ,1,"$1,370.44 "
Resort Hotel,2020,August,2,0,HB,$17.99 ,USA,Direct,$279.00 ,0,"$1,003.84 "
Resort Hotel,2020,July,1,2,BB,$12.99 ,GBR,Direct,$112.50 ,0,$438.41 
Resort Hotel,2020,June,4,0,BB,$12.99 ,IRL,Direct,$142.50 ,0,$740.43 
Resort Hotel,2020,March,1,2,BB,$12.99 ,BEL,Direct,$40.50 ,0,$157.83 
Resort Hotel,2020,April,5,2,BB,$12.99 ,DNK,Direct,$100.21 ,1,$911.21 
Resort Hotel,2020,August,4,2,BB,$12.99 ,PRT,Direct,$239.00 ,0,"$1,862.77 "
Resort Hotel,2020,August,6,2,HB,$17.99 ,PRT,Direct,$248.50 ,1,"$3,576.41 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$131.25 ,0,"$1,652.83 "
Resort Hotel,2020,July,5,2,BB,$12.99 ,IRL,Direct,$175.57 ,0,"$1,596.46 "
Resort Hotel,2020,July,5,0,BB,$12.99 ,GBR,Direct,$189.00 ,0,"$1,227.56 "
Resort Hotel,2020,July,5,0,BB,$12.99 ,GBR,Direct,$189.00 ,1,"$1,227.56 "
Resort Hotel,2020,August,5,1,HB,$17.99 ,PRT,Direct,$262.50 ,0,"$2,833.42 "
Resort Hotel,2020,July,5,0,BB,$12.99 ,IRL,Direct,$115.40 ,0,$749.52 
Resort Hotel,2020,July,6,2,HB,$17.99 ,ESP,Direct,$167.85 ,0,"$2,415.70 "
Resort Hotel,2020,July,6,2,HB,$17.99 ,ESP,Direct,$167.85 ,1,"$2,415.70 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$180.80 ,0,"$2,276.81 "
Resort Hotel,2020,July,8,3,HB,$17.99 ,AZE,Direct,$213.60 ,0,"$4,226.93 "
Resort Hotel,2020,July,5,2,BB,$12.99 ,GBR,Direct,$178.20 ,0,"$1,620.37 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$210.00 ,0,"$2,644.53 "
Resort Hotel,2020,July,3,2,HB,$17.99 ,PRT,Direct,$202.60 ,1,"$1,822.39 "
Resort Hotel,2020,June,11,4,BB,$12.99 ,PRT,Direct,$134.00 ,1,"$2,610.99 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,DEU,Direct,$273.00 ,0,"$3,437.89 "
Resort Hotel,2020,May,0,2,BB,$12.99 ,BRA,Direct,$74.25 ,0,$192.90 
Resort Hotel,2020,May,0,2,BB,$12.99 ,PRT,Direct,$74.25 ,0,$192.90 
Resort Hotel,2020,July,2,1,BB,$12.99 ,BEL,Direct,$230.00 ,1,$896.31 
Resort Hotel,2018,August,6,3,HB,$17.99 ,NULL,Direct,$158.33 ,0,"$2,563.52 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,FRA,Direct,$192.50 ,0,"$2,424.15 "
Resort Hotel,2020,July,0,0,BB,$12.99 ,PRT,Direct,$0.00 ,0,$0.00 
Resort Hotel,2020,July,0,0,BB,$12.99 ,PRT,Direct,$0.00 ,0,$0.00 
Resort Hotel,2020,July,0,0,BB,$12.99 ,PRT,Direct,$0.00 ,1,$0.00 
Resort Hotel,2020,July,4,2,BB,$12.99 ,PRT,Direct,$140.94 ,0,"$1,098.49 "
Resort Hotel,2020,July,6,2,HB,$17.99 ,ESP,Direct,$204.03 ,0,"$2,936.40 "
Resort Hotel,2020,July,6,3,HB,$17.99 ,ESP,Direct,$223.14 ,0,"$3,612.86 "
Resort Hotel,2020,July,3,1,HB,$17.99 ,PRT,Direct,$275.60 ,0,"$1,983.22 "
Resort Hotel,2020,July,3,2,BB,$12.99 ,PRT,Direct,$185.12 ,1,"$1,202.35 "
Resort Hotel,2020,July,3,1,BB,$12.99 ,PRT,Direct,$142.94 ,0,$742.72 
Resort Hotel,2020,August,5,4,HB,$17.99 ,PRT,Direct,$235.00 ,0,"$3,804.88 "
Resort Hotel,2020,August,5,4,HB,$17.99 ,PRT,Direct,$207.50 ,0,"$3,359.63 "
Resort Hotel,2020,August,5,4,HB,$17.99 ,PRT,Direct,$257.50 ,0,"$4,169.18 "
Resort Hotel,2018,July,5,2,BB,$12.99 ,PRT,Direct,$110.00 ,0,"$1,000.23 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$207.00 ,0,"$2,606.75 "
Resort Hotel,2018,August,7,3,BB,$12.99 ,PRT,Direct,$178.00 ,1,"$2,312.22 "
Resort Hotel,2020,July,6,4,HB,$17.99 ,PRT,Direct,$248.10 ,1,"$4,463.32 "
Resort Hotel,2018,September,5,1,BB,$12.99 ,PRT,Direct,$69.70 ,1,$543.24 
Resort Hotel,2020,August,5,2,BB,$12.99 ,PRT,Direct,$175.23 ,1,"$1,593.37 "
Resort Hotel,2020,July,5,2,BB,$12.99 ,CHE,Direct,$204.17 ,1,"$1,856.52 "
Resort Hotel,2018,July,5,2,BB,$12.99 ,GBR,Direct,$96.30 ,0,$875.66 
Resort Hotel,2018,July,6,4,HB,$17.99 ,PRT,Direct,$160.00 ,0,"$2,878.40 "
Resort Hotel,2020,August,4,2,HB,$17.99 ,PRT,Direct,$238.00 ,0,"$2,568.97 "
Resort Hotel,2020,August,8,4,BB,$12.99 ,FRA,Direct,$158.00 ,0,"$2,462.90 "
Resort Hotel,2020,August,8,4,BB,$12.99 ,FRA,Direct,$172.00 ,1,"$2,681.14 "
Resort Hotel,2020,July,6,3,HB,$17.99 ,CHE,Direct,$218.40 ,0,"$3,536.11 "
Resort Hotel,2020,July,2,1,BB,$12.99 ,PRT,Direct,$203.60 ,1,$793.43 
Resort Hotel,2020,August,5,2,BB,$12.99 ,CN,Direct,$198.00 ,0,"$1,800.41 "
Resort Hotel,2020,June,5,2,BB,$12.99 ,PRT,Direct,$122.50 ,0,"$1,113.89 "
Resort Hotel,2020,August,4,0,BB,$12.99 ,CN,Direct,$162.00 ,0,$841.75 
Resort Hotel,2020,August,4,2,BB,$12.99 ,CN,Direct,$162.00 ,0,"$1,262.63 "
Resort Hotel,2020,July,5,4,BB,$12.99 ,CHE,Direct,$189.20 ,0,"$2,211.94 "
Resort Hotel,2020,July,5,4,BB,$12.99 ,PRT,Direct,$129.67 ,0,"$1,515.97 "
Resort Hotel,2020,July,5,4,BB,$12.99 ,PRT,Direct,$160.08 ,1,"$1,871.50 "
Resort Hotel,2020,August,5,2,BB,$12.99 ,PRT,Direct,$199.15 ,1,"$1,810.87 "
Resort Hotel,2020,August,8,2,HB,$17.99 ,PRT,Direct,$211.20 ,1,"$3,799.49 "
Resort Hotel,2020,July,6,3,HB,$17.99 ,PRT,Direct,$227.60 ,1,"$3,685.07 "
Resort Hotel,2020,July,0,2,BB,$12.99 ,BEL,Direct,$155.52 ,0,$404.04 
Resort Hotel,2020,July,0,2,BB,$12.99 ,BEL,Direct,$167.52 ,1,$435.22 
Resort Hotel,2020,May,6,2,BB,$12.99 ,IRL,Direct,$108.31 ,0,"$1,125.56 "
Resort Hotel,2020,August,5,1,BB,$12.99 ,PRT,Direct,$205.70 ,1,"$1,603.23 "
Resort Hotel,2020,July,3,0,BB,$12.99 ,CN,Direct,$233.60 ,0,$910.34 
Resort Hotel,2018,September,4,1,BB,$12.99 ,ESP,Direct,$96.30 ,0,$625.47 
Resort Hotel,2018,September,5,2,SC,$35.00 ,PRT,Direct,$8.43 ,0,$206.53 
Resort Hotel,2020,April,15,6,BB,$12.99 ,PRT,Direct,$47.50 ,0,"$1,295.75 "
Resort Hotel,2020,August,5,0,BB,$12.99 ,GBR,Direct,$210.00 ,1,"$1,363.95 "
Resort Hotel,2020,July,8,3,HB,$17.99 ,CHE,Direct,$159.85 ,0,"$3,163.27 "
Resort Hotel,2020,July,8,3,HB,$17.99 ,CHE,Direct,$189.85 ,0,"$3,756.94 "
Resort Hotel,2020,June,10,4,HB,$17.99 ,RUS,Direct,$153.50 ,0,"$3,866.05 "
Resort Hotel,2020,August,5,2,BB,$12.99 ,PRT,Direct,$182.16 ,0,"$1,656.38 "
Resort Hotel,2020,July,4,2,BB,$12.99 ,PRT,Direct,$153.38 ,0,"$1,195.44 "
Resort Hotel,2020,July,3,1,BB,$12.99 ,PRT,Direct,$152.38 ,1,$791.77 
Resort Hotel,2020,August,5,2,BB,$12.99 ,ESP,Direct,$207.29 ,0,"$1,884.89 "
Resort Hotel,2020,July,3,2,BB,$12.99 ,CHE,Direct,$174.00 ,1,"$1,130.13 "
Resort Hotel,2020,August,5,2,BB,$12.99 ,GBR,Direct,$187.37 ,0,"$1,703.76 "
Resort Hotel,2020,April,1,2,BB,$12.99 ,IRL,Direct,$44.88 ,0,$174.90 
Resort Hotel,2020,August,7,4,BB,$12.99 ,IRL,Direct,$198.20 ,0,"$2,832.08 "
Resort Hotel,2020,August,7,4,BB,$12.99 ,IRL,Direct,$221.20 ,0,"$3,160.73 "
Resort Hotel,2020,August,7,4,BB,$12.99 ,IRL,Direct,$196.20 ,0,"$2,803.50 "
Resort Hotel,2020,July,4,1,HB,$17.99 ,CHE,Direct,$219.32 ,0,"$1,972.78 "
Resort Hotel,2020,July,4,1,HB,$17.99 ,PRT,Direct,$215.95 ,0,"$1,942.47 "
Resort Hotel,2018,September,5,2,BB,$12.99 ,CHE,Direct,$115.30 ,0,"$1,048.42 "
Resort Hotel,2018,September,5,2,BB,$12.99 ,GBR,Direct,$104.67 ,0,$951.76 
Resort Hotel,2020,August,5,2,Undefined,$0.00 ,ESP,Direct,$240.80 ,0,$0.00 
Resort Hotel,2018,August,4,0,BB,$12.99 ,IRL,Direct,$134.00 ,0,$696.26 
Resort Hotel,2020,August,0,0,BB,$12.99 ,PRT,Direct,$0.00 ,0,$0.00 
Resort Hotel,2020,August,10,4,BB,$12.99 ,IRL,Direct,$153.57 ,0,"$2,792.82 "
Resort Hotel,2018,September,2,0,BB,$12.99 ,PRT,Direct,$66.00 ,0,$171.47 
Resort Hotel,2018,September,2,0,BB,$12.99 ,PRT,Direct,$74.50 ,0,$193.55 
Resort Hotel,2020,January,1,0,BB,$12.99 ,GBR,Direct,$87.30 ,0,$113.40 
Resort Hotel,2020,June,10,3,BB,$12.99 ,PRT,Direct,$111.00 ,3,"$1,874.46 "
Resort Hotel,2020,August,4,2,BB,$12.99 ,PRT,Direct,$209.67 ,1,"$1,634.17 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$231.60 ,1,"$2,916.54 "
Resort Hotel,2020,July,6,2,HB,$17.99 ,PRT,Direct,$209.85 ,0,"$3,020.16 "
Resort Hotel,2020,July,3,1,SC,$35.00 ,PRT,Direct,$2.00 ,1,$28.00 
Resort Hotel,2018,September,0,1,HB,$17.99 ,ESP,Direct,$92.90 ,1,$167.13 
Resort Hotel,2020,April,5,2,BB,$12.99 ,IRL,Direct,$40.39 ,0,$367.27 
Resort Hotel,2020,April,5,2,BB,$12.99 ,IRL,Direct,$73.28 ,0,$666.34 
Resort Hotel,2020,April,5,2,BB,$12.99 ,IRL,Direct,$73.28 ,0,$666.34 
Resort Hotel,2020,August,6,3,HB,$17.99 ,PRT,Direct,$214.53 ,1,"$3,473.46 "
Resort Hotel,2020,June,5,2,FB,$21.99 ,PRT,Direct,$136.00 ,0,"$2,093.45 "
Resort Hotel,2020,August,4,1,HB,$17.99 ,PRT,Direct,$218.80 ,1,"$1,968.11 "
Resort Hotel,2020,July,5,2,BB,$12.99 ,PRT,Direct,$233.13 ,0,"$2,119.85 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$279.03 ,0,"$3,513.82 "
Resort Hotel,2020,August,5,2,BB,$12.99 ,GBR,Direct,$187.00 ,0,"$1,700.39 "
Resort Hotel,2018,October,5,2,BB,$12.99 ,GBR,Direct,$57.43 ,0,$522.21 
Resort Hotel,2020,April,5,2,BB,$12.99 ,GBR,Direct,$107.83 ,0,$980.50 
Resort Hotel,2020,August,7,2,BB,$12.99 ,EST,Direct,$124.54 ,0,"$1,456.00 "
Resort Hotel,2020,June,7,2,Undefined,$0.00 ,PRT,Direct,$151.56 ,1,$0.00 
Resort Hotel,2020,August,5,2,BB,$12.99 ,LUX,Direct,$179.40 ,1,"$1,631.28 "
Resort Hotel,2020,August,0,2,BB,$12.99 ,PRT,Direct,$199.20 ,1,$517.52 
Resort Hotel,2020,August,4,2,HB,$17.99 ,PRT,Direct,$203.19 ,1,"$2,193.23 "
Resort Hotel,2020,August,5,2,FB,$21.99 ,PRT,Direct,$184.54 ,0,"$2,840.62 "
Resort Hotel,2020,August,5,2,FB,$21.99 ,PRT,Direct,$184.54 ,0,"$2,840.62 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$153.38 ,0,"$1,931.51 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$168.38 ,0,"$2,120.41 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$186.60 ,0,"$2,349.85 "
Resort Hotel,2020,August,5,1,HB,$17.99 ,IRL,Direct,$170.38 ,0,"$1,839.08 "
Resort Hotel,2020,July,4,1,Undefined,$0.00 ,PRT,Direct,$249.38 ,1,$0.00 
Resort Hotel,2020,August,5,2,BB,$12.99 ,PRT,Direct,$134.43 ,0,"$1,222.37 "
Resort Hotel,2020,August,4,0,BB,$12.99 ,PRT,Direct,$123.77 ,0,$643.11 
Resort Hotel,2020,July,16,6,BB,$12.99 ,BEL,Direct,$142.97 ,0,"$4,085.80 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$185.50 ,0,"$2,336.00 "
Resort Hotel,2020,August,5,2,BB,$12.99 ,PRT,Direct,$131.49 ,0,"$1,195.64 "
Resort Hotel,2020,June,7,2,HB,$17.99 ,AUT,Direct,$165.00 ,0,"$2,671.51 "
Resort Hotel,2020,June,7,2,HB,$17.99 ,DEU,Direct,$165.00 ,0,"$2,671.51 "
Resort Hotel,2020,June,5,2,HB,$17.99 ,ESP,Direct,$117.12 ,0,"$1,474.89 "
Resort Hotel,2020,April,2,2,BB,$12.99 ,IRL,Direct,$78.00 ,0,$405.29 
Resort Hotel,2020,August,5,1,BB,$12.99 ,PRT,Direct,$138.38 ,0,"$1,078.53 "
Resort Hotel,2020,August,4,2,HB,$17.99 ,PRT,Direct,$202.88 ,0,"$2,189.89 "
Resort Hotel,2020,August,4,2,HB,$17.99 ,PRT,Direct,$276.60 ,0,"$2,985.62 "
Resort Hotel,2020,August,3,0,HB,$17.99 ,PRT,Direct,$28.00 ,0,$151.12 
Resort Hotel,2020,May,5,2,BB,$12.99 ,IRL,Direct,$52.80 ,0,$480.11 
Resort Hotel,2020,August,5,2,BB,$12.99 ,GBR,Direct,$169.28 ,0,"$1,539.26 "
Resort Hotel,2018,August,5,2,FB,$21.99 ,PRT,Direct,$165.60 ,0,"$2,549.08 "
Resort Hotel,2020,August,5,2,BB,$12.99 ,PRT,Direct,$124.54 ,0,"$1,132.44 "
Resort Hotel,2020,January,4,0,BB,$12.99 ,GBR,Direct,$46.17 ,0,$239.90 
Resort Hotel,2020,July,5,3,BB,$12.99 ,PRT,Direct,$113.63 ,1,"$1,180.84 "
Resort Hotel,2020,August,4,1,BB,$12.99 ,CN,Direct,$183.20 ,0,"$1,189.88 "
Resort Hotel,2020,May,4,2,HB,$17.99 ,FRA,Direct,$101.28 ,0,"$1,093.22 "
Resort Hotel,2018,December,2,2,BB,$12.99 ,PRT,Direct,$29.00 ,0,$150.68 
Resort Hotel,2018,September,4,2,BB,$12.99 ,PRT,Direct,$74.00 ,0,$576.76 
Resort Hotel,2018,September,12,4,BB,$12.99 ,GBR,Direct,$70.00 ,0,"$1,454.88 "
Resort Hotel,2020,February,3,2,BB,$12.99 ,GBR,Direct,$55.80 ,0,$362.42 
Resort Hotel,2020,February,3,2,BB,$12.99 ,IRL,Direct,$55.80 ,0,$362.42 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$104.17 ,0,$947.22 
Resort Hotel,2020,July,2,2,BB,$12.99 ,GBR,Direct,$113.40 ,0,$589.23 
Resort Hotel,2020,April,4,2,BB,$12.99 ,POL,Direct,$108.00 ,0,$841.75 
Resort Hotel,2020,August,10,4,BB,$12.99 ,PRT,Direct,$201.43 ,1,"$3,663.21 "
Resort Hotel,2020,August,10,4,HB,$17.99 ,PRT,Direct,$251.43 ,1,"$6,332.52 "
Resort Hotel,2020,August,4,2,HB,$17.99 ,ESP,Direct,$266.43 ,1,"$2,875.85 "
Resort Hotel,2020,August,3,0,BB,$12.99 ,GBR,Direct,$236.10 ,1,$920.08 
Resort Hotel,2020,June,6,2,BB,$12.99 ,IRL,Direct,$125.00 ,0,"$1,299.00 "
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$179.81 ,0,"$2,264.35 "
Resort Hotel,2020,June,5,2,HB,$17.99 ,PRT,Direct,$106.09 ,0,"$1,335.99 "
Resort Hotel,2020,July,5,2,FB,$21.99 ,PRT,Direct,$241.81 ,1,"$3,722.18 "
Resort Hotel,2020,July,5,2,BB,$12.99 ,PRT,Direct,$170.60 ,1,"$1,551.27 "
Resort Hotel,2020,June,3,2,BB,$12.99 ,CN,Direct,$104.49 ,0,$678.66 
Resort Hotel,2020,June,5,2,BB,$12.99 ,GBR,Direct,$74.06 ,0,$673.43 
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$288.03 ,1,"$3,627.16 "
Resort Hotel,2020,July,2,2,BB,$12.99 ,GBR,Direct,$139.35 ,0,$724.06 
Resort Hotel,2020,June,5,3,BB,$12.99 ,DEU,Direct,$113.62 ,0,"$1,180.74 "
Resort Hotel,2020,August,6,2,HB,$17.99 ,ESP,Direct,$186.02 ,0,"$2,677.20 "
Resort Hotel,2020,August,6,2,HB,$17.99 ,GBR,Direct,$208.02 ,0,"$2,993.82 "
Resort Hotel,2020,July,3,1,BB,$12.99 ,GBR,Direct,$85.05 ,0,$441.92 
Resort Hotel,2020,August,4,1,BB,$12.99 ,CHE,Direct,$231.60 ,1,"$1,504.24 "
Resort Hotel,2020,June,3,0,BB,$12.99 ,IRL,Direct,$99.00 ,0,$385.80 
Resort Hotel,2020,April,6,3,BB,$12.99 ,BRA,Direct,$56.45 ,0,$659.96 
Resort Hotel,2020,April,6,3,BB,$12.99 ,GBR,Direct,$54.68 ,0,$639.26 
Resort Hotel,2020,August,6,4,HB,$17.99 ,POL,Direct,$275.40 ,0,"$4,954.45 "
Resort Hotel,2020,May,5,2,BB,$12.99 ,GBR,Direct,$102.31 ,0,$930.30 
Resort Hotel,2020,May,5,2,BB,$12.99 ,IRL,Direct,$123.60 ,0,"$1,123.89 "
Resort Hotel,2018,August,5,2,BB,$12.99 ,PRT,Direct,$166.00 ,1,"$1,509.44 "
Resort Hotel,2018,September,7,3,BB,$12.99 ,IRL,Direct,$52.00 ,0,$675.48 
Resort Hotel,2020,May,2,2,BB,$12.99 ,IRL,Direct,$92.10 ,0,$478.55 
Resort Hotel,2020,August,7,3,HB,$17.99 ,FRA,Direct,$214.80 ,1,"$3,864.25 "
Resort Hotel,2020,August,7,3,HB,$17.99 ,FRA,Direct,$264.60 ,0,"$4,760.15 "
Resort Hotel,2020,August,4,0,BB,$12.99 ,PRT,Direct,$152.38 ,1,$791.77 
Resort Hotel,2020,June,5,2,BB,$12.99 ,GBR,Direct,$153.75 ,0,"$1,398.05 "
Resort Hotel,2020,August,4,2,HB,$17.99 ,PRT,Direct,$224.10 ,1,"$2,418.94 "
Resort Hotel,2020,June,3,0,BB,$12.99 ,IRL,Direct,$93.60 ,0,$364.76 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$99.24 ,0,$902.39 
Resort Hotel,2020,August,5,2,HB,$17.99 ,PRT,Direct,$182.06 ,0,"$2,292.68 "
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$91.10 ,0,$828.37 
Resort Hotel,2020,July,3,1,BB,$12.99 ,IRL,Direct,$140.94 ,0,$732.32 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$93.60 ,0,$851.10 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$120.60 ,0,"$1,096.62 "
Resort Hotel,2020,June,5,2,HB,$17.99 ,ESP,Direct,$154.80 ,0,"$1,949.40 "
Resort Hotel,2020,June,5,2,HB,$17.99 ,ESP,Direct,$154.80 ,0,"$1,949.40 "
Resort Hotel,2020,June,5,2,HB,$17.99 ,PRT,Direct,$154.80 ,0,"$1,949.40 "
Resort Hotel,2020,June,5,2,HB,$17.99 ,ESP,Direct,$195.60 ,0,"$2,463.19 "
Resort Hotel,2018,July,2,2,BB,$12.99 ,IRL,Direct,$57.60 ,0,$299.29 
Resort Hotel,2020,August,6,3,BB,$12.99 ,FRA,Direct,$157.52 ,0,"$1,841.57 "
Resort Hotel,2018,October,3,0,BB,$12.99 ,GBR,Direct,$37.00 ,0,$144.19 
Resort Hotel,2018,October,3,1,BB,$12.99 ,GBR,Direct,$46.50 ,1,$241.61 
Resort Hotel,2020,June,5,2,BB,$12.99 ,PRT,Direct,$125.60 ,0,"$1,142.08 "
Resort Hotel,2020,July,4,1,HB,$17.99 ,CHE,Direct,$169.77 ,1,"$1,527.08 "
Resort Hotel,2018,September,3,1,BB,$12.99 ,IRL,Direct,$123.00 ,0,$639.11 
Resort Hotel,2020,August,5,4,HB,$17.99 ,PRT,Direct,$170.95 ,0,"$2,767.85 "
Resort Hotel,2018,July,4,2,BB,$12.99 ,PRT,Direct,$90.67 ,0,$706.68 
Resort Hotel,2018,September,6,3,BB,$12.99 ,IRL,Direct,$64.00 ,0,$748.22 
Resort Hotel,2020,June,4,2,HB,$17.99 ,PRT,Direct,$177.60 ,1,"$1,917.01 "
Resort Hotel,2018,August,2,1,BB,$12.99 ,GBR,Direct,$134.00 ,0,$522.20 
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$91.95 ,1,"$1,157.93 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$114.04 ,0,"$1,436.11 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$128.04 ,1,"$1,612.41 "
Resort Hotel,2018,July,5,1,HB,$17.99 ,PRT,Direct,$230.67 ,1,"$2,489.85 "
Resort Hotel,2018,August,5,2,BB,$12.99 ,PRT,Direct,$134.00 ,0,"$1,218.46 "
Resort Hotel,2020,July,5,2,HB,$17.99 ,PRT,Direct,$222.26 ,1,"$2,798.92 "
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$96.91 ,1,$881.20 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$68.54 ,0,$623.23 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$74.25 ,0,$675.16 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$88.20 ,0,$802.00 
Resort Hotel,2020,June,4,2,BB,$12.99 ,IRL,Direct,$68.83 ,0,$536.46 
Resort Hotel,2020,June,5,2,BB,$12.99 ,IRL,Direct,$60.43 ,0,$549.49 
Resort Hotel,2020,August,3,1,BB,$12.99 ,PRT,Direct,$180.75 ,0,$939.18 
Resort Hotel,2020,March,5,2,HB,$17.99 ,NLD,Direct,$91.80 ,0,"$1,156.04 "
Resort Hotel,2020,July,10,4,BB,$12.99 ,IRL,Direct,$126.66 ,0,"$2,303.44 "
Resort Hotel,2020,June,5,2,Undefined,$0.00 ,PRT,Direct,$161.00 ,1,$0.00 
Resort Hotel,2018,September,5,1,BB,$12.99 ,PRT,Direct,$110.70 ,0,$862.80 
Resort Hotel,2018,September,5,2,HB,$17.99 ,ESP,Direct,$129.00 ,0,"$1,624.50 "
Resort Hotel,2020,May,5,2,BB,$12.99 ,CN,Direct,$70.46 ,0,$640.69 
Resort Hotel,2018,September,5,2,HB,$17.99 ,ESP,Direct,$112.00 ,0,"$1,410.42 "
Resort Hotel,2020,July,4,1,HB,$17.99 ,PRT,Direct,$123.38 ,0,"$1,109.80 "
Resort Hotel,2020,June,10,4,BB,$12.99 ,PRT,Direct,$92.00 ,0,"$1,673.11 "
Resort Hotel,2020,February,20,8,BB,$12.99 ,GBR,Direct,$46.40 ,0,"$1,687.66 "
Resort Hotel,2018,July,0,0,BB,$12.99 ,PRT,Direct,$0.00 ,0,$0.00 
Resort Hotel,2020,July,10,4,BB,$12.99 ,IRL,Direct,$140.64 ,0,"$2,557.68 "
Resort Hotel,2018,September,6,2,BB,$12.99 ,PRT,Direct,$112.50 ,0,"$1,169.10 "
Resort Hotel,2018,July,0,0,BB,$12.99 ,PRT,Direct,$0.00 ,0,$0.00 
